origin,destination,distance_km,duration_min,time_of_day,hour,weather,day_type,traffic,service_type,price
LB Nagar,Lakdikapul,16.22,70,Morning,8,Clear,Weekday,Heavy,Economy,373
Abids,Tank Bund,4.43,13,Afternoon,12,Clear,Weekday,Light,Economy,81
LB Nagar,Lingampally,38.96,99,Morning,6,Clear,Weekday,Moderate,Premium,880
Gachibowli,Mehdipatnam,14.22,29,Evening,20,Cloudy,Weekday,Light,Premium,321
Abids,Begumpet,7.63,18,Night,2,Cloudy,Weekend,Light,Economy,171
Mehdipatnam,Shamshabad Airport,22.4,59,Morning,6,Clear,Weekday,Moderate,Standard,409
Miyapur,Paradise Circle,19.03,38,Morning,6,Clear,Weekday,Light,Standard,294
Dilsukhnagar,Golconda Fort,17.18,74,Evening,17,Clear,Weekend,Heavy,Economy,484
Kukatpally,Paradise Circle,13.39,59,Evening,18,Clear,Weekday,Heavy,Premium,554
Begumpet,Financial District,16.93,34,Evening,20,Clear,Weekday,Light,Standard,272
Dilsukhnagar,Madhapur,21.56,57,Morning,8,Clear,Weekday,Moderate,Economy,396
Madhapur,Ameerpet,7.61,23,Evening,17,Clear,Weekday,Moderate,Premium,273
Miyapur,Ameerpet,13.86,38,Afternoon,16,Clear,Weekday,Moderate,Standard,262
Mehdipatnam,Ameerpet,6.16,30,Evening,19,Clear,Weekday,Heavy,Premium,281
Inorbit Mall,Hitech City,2.34,14,Morning,9,Rainy,Weekday,Heavy,Economy,123
Lakdikapul,Lingampally,22.75,44,Afternoon,12,Clear,Weekday,Light,Standard,352
Jubilee Hills,Koti,11.6,51,Afternoon,12,Clear,Holiday,Heavy,Standard,350
Shamshabad Airport,Ameerpet,28.56,54,Afternoon,12,Cloudy,Weekday,Light,Economy,386
Begumpet,Abids,7.63,23,Morning,6,Cloudy,Weekday,Moderate,Standard,175
Uppal,Tank Bund,11.98,26,Evening,19,Clear,Weekend,Light,Economy,237
Financial District,Begumpet,16.93,46,Morning,8,Clear,Weekday,Moderate,Premium,497
Golconda Fort,Jubilee Hills,5.93,29,Morning,7,Cloudy,Weekday,Heavy,Economy,185
Secunderabad,Madhapur,14.7,40,Afternoon,16,Clear,Weekday,Moderate,Premium,374
Kukatpally,Ameerpet,8.6,20,Evening,18,Clear,Weekend,Light,Standard,226
Uppal,Botanical Garden,23.93,101,Morning,8,Cloudy,Weekday,Heavy,Economy,570
Hitech City,Tank Bund,13.89,61,Evening,17,Clear,Weekday,Heavy,Economy,360
Inorbit Mall,Film Nagar,5.44,14,Evening,18,Clear,Weekend,Light,Economy,127
Inorbit Mall,Koti,14.79,30,Morning,5,Clear,Weekday,Light,Standard,238
Kukatpally,Charminar,20.01,85,Morning,7,Clear,Weekday,Heavy,Premium,698
Uppal,Charminar,13.22,37,Night,4,Cloudy,Weekday,Moderate,Standard,338
Paradise Circle,LB Nagar,16.06,69,Afternoon,12,Clear,Weekday,Heavy,Economy,334
Miyapur,Golconda Fort,17.62,35,Night,1,Clear,Weekday,Light,Premium,448
Financial District,Paradise Circle,21.28,41,Afternoon,13,Clear,Weekday,Light,Economy,285
Golconda Fort,Begumpet,12.15,34,Afternoon,16,Clear,Weekend,Moderate,Premium,354
Abids,Lakdikapul,3.35,11,Morning,11,Thunderstorm,Weekday,Light,Premium,151
LB Nagar,Banjara Hills,19.8,84,Evening,18,Rainy,Holiday,Heavy,Economy,815
Miyapur,Lakdikapul,18.11,36,Afternoon,15,Rainy,Weekend,Light,Standard,406
Banjara Hills,Gachibowli,11.85,25,Night,1,Cloudy,Weekday,Light,Premium,335
Mehdipatnam,Secunderabad,10.29,30,Evening,19,Clear,Weekday,Moderate,Premium,367
Madhapur,KPHB,6.59,16,Morning,7,Clear,Weekend,Light,Premium,205
Abids,Ameerpet,7.55,23,Morning,11,Clear,Weekday,Moderate,Premium,209
Ameerpet,Botanical Garden,7.77,24,Morning,8,Cloudy,Weekend,Moderate,Economy,199
Hitech City,Ameerpet,9.75,44,Evening,19,Clear,Weekday,Heavy,Premium,411
Uppal,KPHB,26.29,68,Morning,6,Rainy,Weekday,Moderate,Economy,490
Ameerpet,Tank Bund,4.3,15,Morning,5,Clear,Weekday,Moderate,Standard,106
Shamshabad Airport,Kukatpally,35.47,66,Morning,6,Clear,Weekday,Light,Economy,457
Hitech City,Botanical Garden,2.28,14,Afternoon,15,Clear,Weekday,Heavy,Economy,78
Begumpet,Abids,7.63,36,Morning,6,Clear,Weekday,Heavy,Premium,269
Uppal,KPHB,26.29,110,Evening,19,Cloudy,Weekday,Heavy,Economy,683
Secunderabad,Mehdipatnam,10.29,23,Evening,19,Clear,Weekend,Light,Economy,207
Uppal,Botanical Garden,23.93,46,Evening,20,Clear,Weekday,Light,Standard,361
Secunderabad,KPHB,16.63,45,Evening,18,Clear,Weekday,Moderate,Standard,395
Botanical Garden,KPHB,5.96,15,Morning,6,Rainy,Weekend,Light,Premium,208
LB Nagar,Begumpet,19.08,38,Afternoon,15,Clear,Weekday,Light,Premium,406
Golconda Fort,Paradise Circle,15.43,42,Morning,11,Rainy,Weekday,Moderate,Economy,314
Ameerpet,Financial District,14.59,30,Evening,19,Rainy,Weekend,Light,Premium,537
Koti,Botanical Garden,15.68,32,Evening,20,Rainy,Weekday,Light,Premium,396
Ameerpet,Charminar,11.62,25,Morning,6,Clear,Weekday,Light,Premium,243
Lingampally,Jubilee Hills,15.83,32,Night,3,Clear,Weekday,Light,Economy,267
Hitech City,Tank Bund,13.89,29,Afternoon,12,Clear,Weekday,Light,Standard,231
Gachibowli,Begumpet,15.58,67,Evening,17,Clear,Weekday,Heavy,Premium,619
Jubilee Hills,Inorbit Mall,3.19,10,Afternoon,12,Thunderstorm,Weekday,Light,Premium,144
Golconda Fort,Uppal,21.97,93,Afternoon,15,Clear,Weekend,Heavy,Premium,738
Hitech City,LB Nagar,28.63,54,Morning,6,Clear,Weekday,Light,Premium,549
Jubilee Hills,Madhapur,4.02,15,Evening,17,Rainy,Weekday,Moderate,Standard,182
Gachibowli,Film Nagar,10.32,46,Morning,7,Clear,Weekday,Heavy,Economy,274
Gachibowli,Charminar,20.73,88,Evening,17,Clear,Weekend,Heavy,Economy,590
Mehdipatnam,Inorbit Mall,9.37,27,Morning,6,Clear,Weekend,Moderate,Premium,273
Koti,Abids,1.62,9,Morning,8,Clear,Weekend,Moderate,Standard,90
Film Nagar,Inorbit Mall,5.44,27,Evening,18,Light Rain,Weekday,Heavy,Standard,244
Financial District,Gachibowli,3.81,12,Night,23,Cloudy,Weekend,Light,Premium,152
Miyapur,Gachibowli,9.5,21,Morning,5,Clear,Weekday,Light,Standard,159
Charminar,Koti,3.07,12,Morning,6,Clear,Weekend,Moderate,Premium,125
Lingampally,Dilsukhnagar,33.72,140,Afternoon,16,Cloudy,Weekend,Heavy,Premium,1175
Kukatpally,Inorbit Mall,7.81,24,Afternoon,13,Clear,Weekday,Moderate,Economy,139
KPHB,Shamshabad Airport,36.94,68,Evening,20,Clear,Weekday,Light,Standard,537
Film Nagar,Uppal,19.54,38,Afternoon,13,Clear,Weekday,Light,Standard,303
Shamshabad Airport,Lakdikapul,23.92,101,Morning,10,Rainy,Weekday,Heavy,Economy,594
Begumpet,Ameerpet,2.39,15,Morning,7,Cloudy,Weekday,Heavy,Standard,125
Botanical Garden,Mehdipatnam,10.64,31,Morning,11,Clear,Weekday,Moderate,Premium,269
Mehdipatnam,Film Nagar,3.95,21,Morning,7,Clear,Weekday,Heavy,Premium,207
Madhapur,Golconda Fort,9.39,28,Morning,11,Clear,Weekday,Moderate,Premium,264
Uppal,Secunderabad,9.67,28,Morning,9,Clear,Weekday,Moderate,Standard,248
Koti,Hitech City,17.02,34,Morning,6,Cloudy,Weekday,Light,Premium,369
Film Nagar,Ameerpet,5.57,18,Morning,6,Clear,Weekday,Moderate,Standard,136
Mehdipatnam,Dilsukhnagar,12.21,26,Morning,11,Clear,Weekday,Light,Standard,194
KPHB,Uppal,26.29,110,Morning,7,Light Rain,Weekday,Heavy,Economy,719
Secunderabad,Tank Bund,4.12,15,Morning,10,Thunderstorm,Weekend,Moderate,Premium,228
Miyapur,KPHB,2.97,17,Morning,8,Clear,Weekday,Heavy,Premium,172
Gachibowli,Ameerpet,13.41,37,Night,4,Clear,Weekday,Moderate,Premium,402
Financial District,Golconda Fort,9.17,27,Evening,20,Rainy,Weekday,Moderate,Premium,302
Ameerpet,Hitech City,9.75,22,Afternoon,12,Rainy,Weekday,Light,Premium,268
Abids,Ameerpet,7.55,35,Evening,19,Clear,Weekday,Heavy,Economy,216
Koti,Lingampally,27.39,52,Afternoon,14,Thunderstorm,Weekday,Light,Premium,757
Madhapur,Inorbit Mall,1.96,10,Afternoon,16,Clear,Weekday,Moderate,Standard,70
Charminar,Gachibowli,20.73,55,Afternoon,15,Thunderstorm,Weekend,Moderate,Economy,510
Botanical Garden,Lingampally,11.84,52,Evening,17,Cloudy,Weekday,Heavy,Premium,524
Dilsukhnagar,Kukatpally,23.17,45,Morning,8,Clear,Weekend,Light,Standard,457
LB Nagar,Jubilee Hills,23.25,61,Evening,20,Clear,Weekend,Moderate,Economy,380
Botanical Garden,Inorbit Mall,2.56,9,Morning,10,Clear,Weekday,Light,Standard,66
Golconda Fort,Madhapur,9.39,21,Afternoon,15,Clear,Weekday,Light,Standard,170
Tank Bund,Jubilee Hills,9.2,21,Evening,19,Clear,Weekend,Light,Premium,296
Dilsukhnagar,Lingampally,33.72,63,Afternoon,16,Rainy,Weekday,Light,Economy,537
Shamshabad Airport,Kukatpally,35.47,90,Morning,10,Clear,Weekend,Moderate,Premium,881
Dilsukhnagar,Begumpet,13.92,29,Afternoon,16,Clear,Weekday,Light,Economy,191
Tank Bund,Kukatpally,12.6,55,Morning,7,Cloudy,Weekday,Heavy,Premium,510
Gachibowli,Financial District,3.81,14,Night,1,Clear,Weekend,Moderate,Economy,115
Film Nagar,Mehdipatnam,3.95,21,Morning,7,Clear,Weekend,Heavy,Economy,139
Ameerpet,Dilsukhnagar,14.66,30,Afternoon,14,Light Rain,Weekday,Light,Economy,225
Koti,Paradise Circle,8.84,26,Afternoon,12,Clear,Weekday,Moderate,Premium,251
Abids,Lakdikapul,3.35,18,Evening,18,Clear,Weekday,Heavy,Premium,198
Lakdikapul,Koti,4.68,13,Afternoon,12,Cloudy,Weekday,Light,Premium,129
Lingampally,Begumpet,21.15,90,Night,4,Rainy,Weekday,Heavy,Premium,931
Golconda Fort,Mehdipatnam,5.69,19,Evening,19,Clear,Weekend,Moderate,Premium,257
Hitech City,Lakdikapul,12.41,35,Morning,10,Clear,Weekday,Moderate,Standard,239
Lingampally,Film Nagar,18.11,77,Evening,17,Clear,Weekday,Heavy,Standard,569
Banjara Hills,Begumpet,5.94,19,Morning,8,Clear,Weekday,Moderate,Standard,170
Kukatpally,Botanical Garden,5.28,14,Morning,6,Cloudy,Weekday,Light,Economy,92
Inorbit Mall,Charminar,16.08,69,Morning,8,Clear,Weekday,Heavy,Economy,375
Financial District,Miyapur,13.29,37,Morning,8,Cloudy,Weekend,Moderate,Standard,344
Miyapur,Film Nagar,14.61,30,Evening,20,Rainy,Weekday,Light,Economy,242
KPHB,Inorbit Mall,8.45,19,Morning,11,Cloudy,Weekend,Light,Premium,216
Mehdipatnam,Secunderabad,10.29,30,Morning,5,Clear,Weekday,Moderate,Standard,215
Golconda Fort,Inorbit Mall,7.72,24,Evening,17,Rainy,Weekend,Moderate,Premium,384
Secunderabad,LB Nagar,15.58,32,Afternoon,15,Clear,Weekday,Light,Premium,338
Film Nagar,Financial District,10.21,23,Night,0,Rainy,Weekday,Light,Standard,253
Paradise Circle,Gachibowli,20.11,85,Evening,18,Clear,Weekday,Heavy,Premium,784
Tank Bund,KPHB,15.18,41,Morning,11,Thunderstorm,Weekday,Moderate,Economy,340
Banjara Hills,Lakdikapul,3.58,11,Evening,17,Clear,Weekend,Light,Standard,115
Lingampally,LB Nagar,38.96,72,Afternoon,16,Clear,Weekday,Light,Premium,776
Banjara Hills,Dilsukhnagar,14.59,40,Evening,20,Cloudy,Weekday,Moderate,Premium,368
Ameerpet,Jubilee Hills,5.71,28,Evening,18,Clear,Weekday,Heavy,Standard,222
Banjara Hills,Jubilee Hills,3.49,13,Night,4,Clear,Weekend,Moderate,Standard,134
Shamshabad Airport,Lingampally,39.48,73,Evening,20,Clear,Weekday,Light,Premium,731
Jubilee Hills,Paradise Circle,12.35,26,Morning,6,Clear,Weekday,Light,Economy,172
Tank Bund,Ameerpet,4.3,22,Evening,19,Cloudy,Weekday,Heavy,Standard,184
Abids,Botanical Garden,14.31,30,Night,22,Clear,Weekday,Light,Economy,227
LB Nagar,Jubilee Hills,23.25,61,Evening,18,Cloudy,Weekday,Moderate,Premium,780
Lingampally,Madhapur,12.16,26,Morning,11,Clear,Weekday,Light,Economy,175
Paradise Circle,Financial District,21.28,56,Afternoon,15,Clear,Weekday,Moderate,Standard,386
Inorbit Mall,Shamshabad Airport,28.74,120,Afternoon,14,Thunderstorm,Weekday,Heavy,Economy,744
Begumpet,LB Nagar,19.08,38,Morning,11,Rainy,Weekday,Light,Standard,382
Kukatpally,LB Nagar,28.39,73,Afternoon,14,Clear,Weekend,Moderate,Standard,570
Shamshabad Airport,Lingampally,39.48,100,Night,22,Clear,Weekday,Moderate,Economy,694
Lingampally,Shamshabad Airport,39.48,73,Afternoon,12,Clear,Weekend,Light,Economy,540
Dilsukhnagar,Paradise Circle,11.31,50,Morning,7,Rainy,Weekend,Heavy,Premium,610
Film Nagar,Secunderabad,11.99,34,Morning,8,Clear,Weekday,Moderate,Economy,252
Hitech City,Abids,15.76,32,Night,2,Thunderstorm,Weekday,Light,Standard,434
Ameerpet,Tank Bund,4.3,22,Afternoon,14,Clear,Weekend,Heavy,Premium,183
Golconda Fort,LB Nagar,21.87,57,Afternoon,15,Clear,Weekend,Moderate,Standard,445
Banjara Hills,Film Nagar,2.05,10,Afternoon,13,Rainy,Weekday,Moderate,Economy,77
Kukatpally,Dilsukhnagar,23.17,61,Evening,17,Clear,Weekday,Moderate,Premium,740
Dilsukhnagar,Abids,7.67,18,Morning,5,Clear,Weekday,Light,Premium,188
Kukatpally,Inorbit Mall,7.81,18,Morning,10,Clear,Weekday,Light,Economy,120
Paradise Circle,Tank Bund,3.89,14,Evening,18,Thunderstorm,Weekday,Moderate,Economy,155
Film Nagar,Dilsukhnagar,16.03,43,Evening,20,Rainy,Weekday,Moderate,Economy,330
Gachibowli,Paradise Circle,20.11,85,Afternoon,13,Clear,Weekend,Heavy,Standard,496
Charminar,LB Nagar,11.28,50,Morning,7,Clear,Weekday,Heavy,Premium,436
Abids,Secunderabad,7.49,18,Afternoon,15,Cloudy,Weekday,Light,Standard,140
Abids,Ameerpet,7.55,18,Morning,6,Clear,Weekday,Light,Economy,116
Secunderabad,Lingampally,26.13,50,Morning,5,Clear,Weekday,Light,Premium,488
LB Nagar,Lakdikapul,16.22,44,Morning,9,Rainy,Weekend,Moderate,Premium,638
Madhapur,Miyapur,8.32,19,Morning,6,Clear,Weekday,Light,Standard,144
Jubilee Hills,Paradise Circle,12.35,26,Afternoon,12,Clear,Weekday,Light,Standard,198
Banjara Hills,Abids,6.93,17,Afternoon,14,Clear,Weekday,Light,Economy,111
Golconda Fort,Inorbit Mall,7.72,24,Afternoon,13,Clear,Weekday,Moderate,Premium,224
Miyapur,Begumpet,14.94,31,Afternoon,13,Clear,Weekday,Light,Premium,322
Hitech City,Inorbit Mall,2.34,14,Evening,18,Clear,Weekend,Heavy,Standard,133
Koti,KPHB,20.07,39,Night,21,Cloudy,Weekend,Light,Economy,313
Abids,Uppal,11.65,25,Morning,8,Clear,Weekend,Light,Economy,229
LB Nagar,Paradise Circle,16.06,33,Morning,5,Clear,Weekday,Light,Standard,245
Shamshabad Airport,Madhapur,30.42,57,Night,23,Cloudy,Weekend,Light,Economy,511
Gachibowli,Mehdipatnam,14.22,62,Night,0,Clear,Weekday,Heavy,Standard,397
Paradise Circle,Dilsukhnagar,11.31,32,Morning,5,Clear,Weekday,Moderate,Standard,221
Banjara Hills,Kukatpally,10.47,47,Afternoon,14,Cloudy,Weekend,Heavy,Standard,319
Banjara Hills,Secunderabad,9.94,45,Morning,9,Clear,Weekday,Heavy,Standard,316
Begumpet,Uppal,14.46,63,Evening,17,Clear,Weekday,Heavy,Premium,592
Mehdipatnam,Dilsukhnagar,12.21,34,Evening,18,Light Rain,Weekday,Moderate,Economy,298
Hitech City,Secunderabad,16.87,34,Night,2,Clear,Weekday,Light,Economy,271
Uppal,KPHB,26.29,68,Night,4,Cloudy,Weekday,Moderate,Standard,577
Lakdikapul,Hitech City,12.41,55,Morning,7,Rainy,Weekday,Heavy,Economy,402
Ameerpet,Lakdikapul,4.9,25,Morning,8,Clear,Weekday,Heavy,Premium,238
Abids,Jubilee Hills,10.4,47,Morning,7,Clear,Weekday,Heavy,Standard,309
Inorbit Mall,Gachibowli,5.32,26,Afternoon,15,Rainy,Weekday,Heavy,Premium,260
Tank Bund,Secunderabad,4.12,15,Evening,20,Clear,Weekday,Moderate,Economy,93
LB Nagar,Financial District,30.81,58,Afternoon,13,Clear,Weekday,Light,Standard,449
LB Nagar,Film Nagar,21.15,90,Afternoon,16,Clear,Weekend,Heavy,Economy,449
Kukatpally,Gachibowli,10.5,30,Night,21,Cloudy,Weekday,Moderate,Premium,295
Lakdikapul,Film Nagar,5.17,17,Evening,19,Clear,Weekday,Moderate,Economy,142
Ameerpet,KPHB,11.07,49,Afternoon,15,Thunderstorm,Weekday,Heavy,Premium,497
Uppal,Gachibowli,29.34,75,Evening,18,Clear,Weekend,Moderate,Economy,637
Ameerpet,Financial District,14.59,30,Morning,5,Clear,Weekday,Light,Standard,233
Secunderabad,KPHB,16.63,34,Evening,20,Clear,Weekday,Light,Standard,265
Tank Bund,Hitech City,13.89,29,Afternoon,12,Clear,Weekday,Light,Premium,285
Ameerpet,Madhapur,7.61,23,Afternoon,12,Clear,Weekend,Moderate,Premium,234
Ameerpet,Paradise Circle,6.73,32,Morning,9,Clear,Weekday,Heavy,Standard,223
Charminar,Hitech City,18.4,37,Evening,20,Thunderstorm,Weekday,Light,Standard,395
Paradise Circle,Mehdipatnam,10.08,22,Afternoon,12,Clear,Weekday,Light,Economy,150
Shamshabad Airport,Paradise Circle,30.48,127,Morning,8,Clear,Weekday,Heavy,Economy,664
Ameerpet,Secunderabad,7.21,34,Evening,18,Cloudy,Weekday,Heavy,Premium,333
Secunderabad,Kukatpally,13.95,61,Morning,8,Clear,Weekday,Heavy,Premium,525
Kukatpally,Dilsukhnagar,23.17,61,Morning,5,Clear,Weekday,Moderate,Premium,546
Kukatpally,Madhapur,5.86,15,Morning,10,Cloudy,Weekday,Light,Standard,118
Madhapur,Dilsukhnagar,21.56,91,Afternoon,16,Thunderstorm,Weekday,Heavy,Economy,568
Jubilee Hills,Ameerpet,5.71,15,Morning,11,Clear,Weekday,Light,Standard,114
Secunderabad,Shamshabad Airport,30.38,78,Morning,6,Rainy,Weekend,Moderate,Premium,978
Secunderabad,Financial District,21.72,57,Evening,20,Clear,Weekday,Moderate,Economy,341
Film Nagar,Hitech City,7.75,36,Morning,7,Clear,Weekday,Heavy,Economy,207
Miyapur,Jubilee Hills,12.28,54,Evening,18,Rainy,Weekday,Heavy,Standard,500
Mehdipatnam,Dilsukhnagar,12.21,54,Morning,10,Clear,Weekend,Heavy,Standard,333
Shamshabad Airport,Madhapur,30.42,127,Morning,5,Light Rain,Weekday,Heavy,Standard,818
Tank Bund,Golconda Fort,11.6,33,Morning,9,Clear,Weekday,Moderate,Economy,226
Paradise Circle,Financial District,21.28,56,Evening,20,Thunderstorm,Weekday,Moderate,Economy,456
Begumpet,Banjara Hills,5.94,15,Afternoon,15,Clear,Weekday,Light,Economy,101
Gachibowli,Jubilee Hills,8.36,25,Evening,17,Clear,Weekday,Moderate,Economy,196
Dilsukhnagar,KPHB,25.71,67,Afternoon,16,Cloudy,Weekday,Moderate,Premium,608
Miyapur,Botanical Garden,7.72,24,Morning,7,Clear,Weekday,Moderate,Economy,165
Lingampally,Abids,26.08,50,Afternoon,13,Thunderstorm,Weekday,Light,Premium,698
Shamshabad Airport,Charminar,18.62,50,Morning,8,Thunderstorm,Weekday,Moderate,Standard,575
Film Nagar,Botanical Garden,6.93,17,Morning,11,Rainy,Weekday,Light,Premium,204
Begumpet,Secunderabad,5.07,17,Afternoon,12,Clear,Weekend,Moderate,Premium,179
LB Nagar,Secunderabad,15.58,67,Afternoon,12,Light Rain,Weekend,Heavy,Premium,577
Golconda Fort,Financial District,9.17,27,Evening,19,Clear,Weekday,Moderate,Standard,244
Koti,KPHB,20.07,53,Morning,8,Clear,Weekend,Moderate,Economy,437
Uppal,KPHB,26.29,68,Evening,17,Thunderstorm,Weekday,Moderate,Premium,1114
Kukatpally,Koti,17.71,35,Morning,6,Clear,Weekday,Light,Standard,278
KPHB,Lingampally,10.33,23,Afternoon,15,Clear,Weekday,Light,Premium,231
Jubilee Hills,Abids,10.4,30,Evening,17,Clear,Weekday,Moderate,Economy,230
Abids,Kukatpally,16.13,44,Evening,17,Clear,Weekend,Moderate,Premium,572
Koti,LB Nagar,11.67,33,Night,4,Light Rain,Weekend,Moderate,Standard,343
Charminar,Kukatpally,20.01,53,Afternoon,12,Cloudy,Weekday,Moderate,Economy,317
Hitech City,Mehdipatnam,11.67,52,Morning,11,Clear,Weekend,Heavy,Standard,318
Botanical Garden,Tank Bund,12.01,34,Afternoon,15,Clear,Weekday,Moderate,Economy,212
Charminar,KPHB,22.23,43,Morning,6,Rainy,Weekday,Light,Economy,356
Banjara Hills,Lakdikapul,3.58,11,Afternoon,15,Clear,Weekday,Light,Economy,73
Uppal,Dilsukhnagar,7.09,17,Afternoon,13,Cloudy,Weekday,Light,Economy,120
Paradise Circle,Inorbit Mall,14.87,41,Afternoon,13,Cloudy,Weekend,Moderate,Premium,450
Golconda Fort,KPHB,15.96,32,Evening,20,Clear,Weekend,Light,Premium,358
Paradise Circle,Hitech City,16.36,70,Evening,19,Clear,Weekday,Heavy,Standard,482
Golconda Fort,Charminar,10.63,31,Morning,8,Clear,Weekday,Moderate,Standard,261
Secunderabad,Shamshabad Airport,30.38,78,Night,4,Clear,Weekend,Moderate,Economy,583
Ameerpet,Koti,9.14,21,Morning,7,Clear,Weekend,Light,Premium,265
Inorbit Mall,Kukatpally,7.81,36,Morning,8,Clear,Weekday,Heavy,Premium,334
Mehdipatnam,Madhapur,10.15,22,Morning,11,Cloudy,Weekday,Light,Economy,158
KPHB,Lingampally,10.33,46,Morning,8,Clear,Weekday,Heavy,Economy,255
Ameerpet,Tank Bund,4.3,22,Morning,7,Clear,Weekday,Heavy,Premium,200
LB Nagar,Paradise Circle,16.06,33,Afternoon,14,Cloudy,Weekday,Light,Economy,232
Banjara Hills,Secunderabad,9.94,29,Morning,6,Thunderstorm,Weekday,Moderate,Standard,281
Abids,Film Nagar,8.42,25,Morning,10,Clear,Weekday,Moderate,Economy,149
Charminar,Uppal,13.22,37,Evening,19,Clear,Weekday,Moderate,Premium,420
Inorbit Mall,Banjara Hills,6.66,21,Morning,10,Cloudy,Weekday,Moderate,Premium,195
KPHB,Film Nagar,12.47,26,Morning,10,Clear,Weekday,Light,Economy,175
Ameerpet,Golconda Fort,9.96,45,Afternoon,13,Clear,Weekday,Heavy,Standard,263
Golconda Fort,Mehdipatnam,5.69,19,Night,1,Clear,Holiday,Moderate,Economy,164
Banjara Hills,Abids,6.93,33,Afternoon,12,Cloudy,Weekend,Heavy,Standard,223
Ameerpet,Koti,9.14,21,Afternoon,16,Rainy,Weekday,Light,Standard,195
Kukatpally,Dilsukhnagar,23.17,98,Morning,7,Clear,Weekday,Heavy,Economy,559
Botanical Garden,Golconda Fort,10.02,29,Morning,9,Cloudy,Weekday,Moderate,Premium,355
Jubilee Hills,Uppal,21.06,41,Afternoon,12,Clear,Weekday,Light,Economy,263
Miyapur,LB Nagar,33.78,63,Morning,11,Clear,Weekday,Light,Economy,411
Gachibowli,Ameerpet,13.41,37,Morning,10,Clear,Weekend,Moderate,Standard,278
Lakdikapul,Banjara Hills,3.58,11,Afternoon,16,Clear,Weekday,Light,Premium,105
Financial District,Uppal,29.75,76,Afternoon,14,Clear,Weekday,Moderate,Standard,513
Abids,Inorbit Mall,13.58,38,Morning,6,Cloudy,Weekday,Moderate,Premium,376
KPHB,Mehdipatnam,15.75,43,Afternoon,14,Light Rain,Weekend,Moderate,Economy,329
Shamshabad Airport,Jubilee Hills,26.72,112,Morning,7,Clear,Weekday,Heavy,Standard,724
Paradise Circle,Begumpet,4.55,23,Morning,8,Clear,Weekday,Heavy,Economy,144
Dilsukhnagar,Begumpet,13.92,61,Evening,18,Thunderstorm,Weekday,Heavy,Standard,621
Jubilee Hills,Film Nagar,2.37,14,Afternoon,14,Clear,Weekend,Heavy,Standard,102
Koti,Jubilee Hills,11.6,51,Morning,11,Clear,Weekend,Heavy,Standard,310
Uppal,Mehdipatnam,16.37,70,Morning,7,Cloudy,Weekday,Heavy,Premium,611
Secunderabad,Madhapur,14.7,40,Afternoon,16,Clear,Weekend,Moderate,Economy,260
Hitech City,Dilsukhnagar,23.42,61,Morning,6,Clear,Weekend,Moderate,Standard,464
Gachibowli,Madhapur,6.04,19,Morning,7,Rainy,Weekday,Moderate,Standard,207
Jubilee Hills,Film Nagar,2.37,14,Morning,9,Clear,Weekday,Heavy,Standard,117
Uppal,Financial District,29.75,76,Afternoon,16,Cloudy,Weekday,Moderate,Economy,459
KPHB,Uppal,26.29,68,Night,2,Rainy,Weekday,Moderate,Economy,599
Gachibowli,LB Nagar,31.47,59,Afternoon,13,Clear,Weekday,Light,Premium,634
Madhapur,Lingampally,12.16,34,Morning,8,Clear,Weekend,Moderate,Premium,406
Hitech City,Banjara Hills,8.83,26,Afternoon,14,Clear,Weekend,Moderate,Standard,212
Hitech City,Lingampally,10.38,23,Afternoon,14,Thunderstorm,Weekday,Light,Economy,207
Inorbit Mall,Ameerpet,8.14,25,Evening,17,Rainy,Weekend,Moderate,Premium,411
Koti,Jubilee Hills,11.6,25,Afternoon,14,Thunderstorm,Weekday,Light,Economy,225
Uppal,LB Nagar,8.57,20,Morning,11,Clear,Weekday,Light,Standard,151
Botanical Garden,Shamshabad Airport,31.05,129,Night,2,Clear,Weekday,Heavy,Standard,842
Film Nagar,Abids,8.42,39,Morning,6,Cloudy,Weekday,Heavy,Premium,300
LB Nagar,Inorbit Mall,26.44,50,Evening,20,Clear,Weekday,Light,Premium,497
Film Nagar,Lakdikapul,5.17,26,Evening,18,Clear,Weekday,Heavy,Standard,190
Dilsukhnagar,Tank Bund,10.57,30,Evening,17,Thunderstorm,Weekday,Moderate,Premium,532
Abids,Uppal,11.65,33,Afternoon,12,Clear,Weekday,Moderate,Standard,237
Banjara Hills,Dilsukhnagar,14.59,40,Evening,20,Rainy,Weekday,Moderate,Premium,480
